source	target	number_of_paths	edge_type	edge_value	edge_count
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	None	Aqp7::RGD:2145_None_water transport::GO:0006833	4
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	involved in	water transport::GO:0006833_involved in_AQP3::NCBIGene:360	16
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	has phenotype	Nfe2l1::MGI:99421_has phenotype_increased circulating aspartate transaminase level::MP:0005343	52
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	has phenotype	increased circulating aspartate transaminase level::MP:0005343_has phenotype_Aqp11::MGI:1913583	52
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	is part of	aqp11::ZFIN:ZDB-GENE-080418-1_is part of_integral component of membrane::GO:0016021	8
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	in 1 to 1 orthology relationship with	Aqp7::MGI:1314647_in 1 to 1 orthology relationship with_aqp7::ZFIN:ZDB-GENE-030131-6461	12
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	enables	aqp7::ZFIN:ZDB-GENE-030131-6461_enables_transporter activity::GO:0005215	4
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	enables	transporter activity::GO:0005215_enables_AQP3::NCBIGene:360	28
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	has phenotype	homeostasis/metabolism phenotype::MP:0005376_has phenotype_Cav1::MGI:102709	20
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	Source	AQP8::NCBIGene:343_Source_Passive transport by Aquaporins::REACT:R-HSA-432047	8
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	involved in	Passive transport by Aquaporins::REACT:R-HSA-432047_involved in_AQP3::NCBIGene:360	32
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	has phenotype	decreased circulating glucose level::MP:0005560_has phenotype_Cav1::MGI:102709	20
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	in 1 to 1 orthology relationship with	Stx4a::MGI:893577_in 1 to 1 orthology relationship with_stx4::ZFIN:ZDB-GENE-030131-2455	16
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	is part of	stx4::ZFIN:ZDB-GENE-030131-2455_is part of_integral component of membrane::GO:0016021	8
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	None	Aqp7::RGD:2145_None_renal water absorption::GO:0070295	4
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	involved in	renal water absorption::GO:0070295_involved in_AQP3::NCBIGene:360	8
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	enables	aqp11::ZFIN:ZDB-GENE-080418-1_enables_transporter activity::GO:0005215	8
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	in 1 to 1 orthology relationship with	Aqp11::MGI:1913583_in 1 to 1 orthology relationship with_AQP11::NCBIGene:282679	56
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	involved in	AQP11::NCBIGene:282679_involved in_Passive transport by Aquaporins::REACT:R-HSA-432047	16
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	Source	Passive transport by Aquaporins::REACT:R-HSA-432047_Source_AQP3::NCBIGene:360	32
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	in 1 to 1 orthology relationship with	Aqp11::MGI:1913583_in 1 to 1 orthology relationship with_Aqp11::RGD:628763	24
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	None	Aqp11::RGD:628763_None_urea transport::GO:0015840	8
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	has phenotype	Insulin resistance::HP:0000855_has phenotype_Cav1::MGI:102709	20
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	None	Aqp7::RGD:2145_None_glycerol channel activity::GO:0015254	4
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	has phenotype	Nfe2l1::MGI:99421_has phenotype_decreased embryo size::MP:0001698	24
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	has phenotype	decreased embryo size::MP:0001698_has phenotype_Egfr::MGI:95294	20
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	involved in	AQP11::NCBIGene:282679_involved in_Transmembrane transport of small molecules::REACT:R-HSA-382551	8
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	involved in	Transmembrane transport of small molecules::REACT:R-HSA-382551_involved in_AQP3::NCBIGene:360	24
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	None	Aqp11::RGD:628763_None_glycerol transport::GO:0015793	8
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	involved in	glycerol transport::GO:0015793_involved in_AQP3::NCBIGene:360	16
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	enables	aqp8a.1::ZFIN:ZDB-GENE-040912-106_enables_water channel activity::GO:0015250	4
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	involved in	AQP4::NCBIGene:361_involved in_Vasopressin regulates renal water homeostasis via Aquaporins::REACT:R-HSA-432040	8
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	is part of	cav1::ZFIN:ZDB-GENE-030131-2415_is part of_plasma membrane::GO:0005886	32
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	is part of	Cav1::MGI:102709_is part of_integral component of membrane::GO:0016021	20
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	involved in	aqp7::ZFIN:ZDB-GENE-030131-6461_involved in_transport::GO:0006810	4
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	has phenotype	Hepatic steatosis::HP:0001397_has phenotype_Amfr::MGI:1345634	8
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	in 1 to 1 orthology relationship with	Amfr::MGI:1345634_in 1 to 1 orthology relationship with_AMFR::NCBIGene:267	12
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	is part of	AMFR::NCBIGene:267_is part of_integral component of membrane::GO:0016021	12
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	has phenotype	Hyperinsulinemia::HP:0000842_has phenotype_Stx4a::MGI:893577	28
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	None	Cav1::MGI:102709_None_response to calcium ion::GO:0051592	20
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	None	Aqp11::RGD:628763_None_water channel activity::GO:0015250	8
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	involved in	AQP8::NCBIGene:343_involved in_Passive transport by Aquaporins::REACT:R-HSA-432047	8
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	has phenotype	Nfe2l1::MGI:99421_has phenotype_Hepatitis::HP:0012115	20
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	has phenotype	Hepatitis::HP:0012115_has phenotype_Amfr::MGI:1345634	8
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	in 1 to 1 orthology relationship with	Amfr::MGI:1345634_in 1 to 1 orthology relationship with_amfra::ZFIN:ZDB-GENE-040426-2190	12
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	is part of	amfra::ZFIN:ZDB-GENE-040426-2190_is part of_integral component of membrane::GO:0016021	12
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	has phenotype	Hyperglycemia::HP:0003074_has phenotype_Cav1::MGI:102709	20
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	in 1 to 1 orthology relationship with	Aqp4::MGI:107387_in 1 to 1 orthology relationship with_aqp4::ZFIN:ZDB-GENE-040724-152	20
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	is part of	aqp4::ZFIN:ZDB-GENE-040724-152_is part of_basolateral plasma membrane::GO:0016323	4
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	has phenotype	Hepatitis::HP:0012115_has phenotype_Nfe2l2::MGI:108420	12
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	has phenotype	Nfe2l1::MGI:99421_has phenotype_growth/size/body region phenotype::MP:0005378	24
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	has phenotype	growth/size/body region phenotype::MP:0005378_has phenotype_Egfr::MGI:95294	20
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	enables	aqp8a.1::ZFIN:ZDB-GENE-040912-106_enables_transporter activity::GO:0005215	4
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	is part of	Cav1::MGI:102709_is part of_basolateral plasma membrane::GO:0016323	20
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	enables	AQP8::NCBIGene:343_enables_water channel activity::GO:0015250	4
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	is part of	CAV1::NCBIGene:857_is part of_plasma membrane::GO:0005886	32
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	involved in	AQP7::NCBIGene:364_involved in_water transport::GO:0006833	4
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	is part of	EGFR::NCBIGene:1956_is part of_integral component of membrane::GO:0016021	16
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	has phenotype	Nfe2l1::MGI:99421_has phenotype_embryonic growth retardation::MP:0003984	12
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	has phenotype	embryonic growth retardation::MP:0003984_has phenotype_Derl1::MGI:1915069	12
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	in 1 to 1 orthology relationship with	Derl1::MGI:1915069_in 1 to 1 orthology relationship with_derl1::ZFIN:ZDB-GENE-040426-2793	4
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	is part of	derl1::ZFIN:ZDB-GENE-040426-2793_is part of_integral component of membrane::GO:0016021	4
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	has phenotype	Hepatic steatosis::HP:0001397_has phenotype_Gk::MGI:106594	4
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	in 1 to 1 orthology relationship with	Gk::MGI:106594_in 1 to 1 orthology relationship with_zgc:172295::ZFIN:ZDB-GENE-080204-72	8
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	is part of	zgc:172295::ZFIN:ZDB-GENE-080204-72_is part of_integral component of membrane::GO:0016021	8
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	in 1 to 1 orthology relationship with	Stx4a::MGI:893577_in 1 to 1 orthology relationship with_STX4::NCBIGene:6810	32
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	is part of	STX4::NCBIGene:6810_is part of_basolateral plasma membrane::GO:0016323	8
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	involved in	AQP4::NCBIGene:361_involved in_Aquaporin-mediated transport::REACT:R-HSA-445717	4
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	has phenotype	homeostasis/metabolism phenotype::MP:0005376_has phenotype_Egfr::MGI:95294	20
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	has phenotype	growth/size/body region phenotype::MP:0005378_has phenotype_App::MGI:88059	4
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	in 1 to 1 orthology relationship with	App::MGI:88059_in 1 to 1 orthology relationship with_appb::ZFIN:ZDB-GENE-020220-1	8
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	is part of	appb::ZFIN:ZDB-GENE-020220-1_is part of_integral component of membrane::GO:0016021	8
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	in 1 to 1 orthology relationship with	Derl1::MGI:1915069_in 1 to 1 orthology relationship with_DERL1::NCBIGene:79139	8
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	is part of	DERL1::NCBIGene:79139_is part of_integral component of membrane::GO:0016021	4
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	involved in	Vasopressin regulates renal water homeostasis via Aquaporins::REACT:R-HSA-432040_involved in_AQP3::NCBIGene:360	8
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	is part of	STX4::NCBIGene:6810_is part of_plasma membrane::GO:0005886	8
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	is part of	aqp7::ZFIN:ZDB-GENE-030131-6461_is part of_integral component of membrane::GO:0016021	4
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	is part of	aqp4::ZFIN:ZDB-GENE-040724-152_is part of_integral component of membrane::GO:0016021	4
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	involved in	AQP4::NCBIGene:361_involved in_Vasopressin-regulated water reabsorption::KEGG-path:maphsa04962	4
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	involved in	Vasopressin-regulated water reabsorption::KEGG-path:maphsa04962_involved in_AQP3::NCBIGene:360	12
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	enables	AQP11::NCBIGene:282679_enables_transporter activity::GO:0005215	8
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	has phenotype	Hepatic steatosis::HP:0001397_has phenotype_NFE2L2::NCBIGene:4780	8
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	is part of	stx4::ZFIN:ZDB-GENE-030131-2455_is part of_plasma membrane::GO:0005886	8
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	Source	AQP7::NCBIGene:364_Source_Passive transport by Aquaporins::REACT:R-HSA-432047	8
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	in 1 to 1 orthology relationship with	Egfr::MGI:95294_in 1 to 1 orthology relationship with_Egfr::RGD:2543	16
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	None	Egfr::RGD:2543_None_response to calcium ion::GO:0051592	16
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	involved in	STX4::NCBIGene:6810_involved in_Vasopressin-regulated water reabsorption::KEGG-path:maphsa04962	8
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	involved in	AQP11::NCBIGene:282679_involved in_Aquaporin-mediated transport::REACT:R-HSA-445717	8
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	involved in	AQP4::NCBIGene:361_involved in_Passive transport by Aquaporins::REACT:R-HSA-432047	8
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	is part of	EGFR::NCBIGene:1956_is part of_basolateral plasma membrane::GO:0016323	16
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	enables	aqp4::ZFIN:ZDB-GENE-040724-152_enables_transporter activity::GO:0005215	4
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	involved in	AQP4::NCBIGene:361_involved in_water transport::GO:0006833	4
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	is part of	aqp8a.1::ZFIN:ZDB-GENE-040912-106_is part of_integral component of membrane::GO:0016021	4
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	involved in	AQP8::NCBIGene:343_involved in_water transport::GO:0006833	4
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	is part of	AQP7::NCBIGene:364_is part of_cell-cell junction::GO:0005911	4
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	is part of	cell-cell junction::GO:0005911_is part of_AQP3::NCBIGene:360	4
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	has phenotype	decreased circulating glucose level::MP:0005560_has phenotype_Gk::MGI:106594	4
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	enables	AQP4::NCBIGene:361_enables_water channel activity::GO:0015250	4
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	has phenotype	homeostasis/metabolism phenotype::MP:0005376_has phenotype_App::MGI:88059	4
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	in 1 to 1 orthology relationship with	Aqp4::MGI:107387_in 1 to 1 orthology relationship with_Aqp4::RGD:2143	8
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	None	Aqp4::RGD:2143_None_renal water absorption::GO:0070295	4
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	involved in	AQP8::NCBIGene:343_involved in_Transmembrane transport of small molecules::REACT:R-HSA-382551	4
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	is part of	AQP4::NCBIGene:361_is part of_basolateral plasma membrane::GO:0016323	4
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	has phenotype	Nfe2l1::MGI:99421_has phenotype_Hepatic necrosis::HP:0002605	8
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	has phenotype	Hepatic necrosis::HP:0002605_has phenotype_NFE2L2::NCBIGene:4780	8
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	involved in	DERL1::NCBIGene:79139_involved in_Transmembrane transport of small molecules::REACT:R-HSA-382551	4
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	involved in	AQP7::NCBIGene:364_involved in_Passive transport by Aquaporins::REACT:R-HSA-432047	8
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	is part of	AQP4::NCBIGene:361_is part of_plasma membrane::GO:0005886	4
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	involved in	AQP8::NCBIGene:343_involved in_transport::GO:0006810	4
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	involved in	AQP4::NCBIGene:361_involved in_transport::GO:0006810	4
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	None	Aqp7::RGD:2145_None_glycerol transport::GO:0015793	4
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	has phenotype	decreased embryo size::MP:0001698_has phenotype_Exoc4::MGI:1096376	4
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	in 1 to 1 orthology relationship with	Exoc4::MGI:1096376_in 1 to 1 orthology relationship with_EXOC4::NCBIGene:60412	4
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	is part of	EXOC4::NCBIGene:60412_is part of_plasma membrane::GO:0005886	4
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	involved in	AQP4::NCBIGene:361_involved in_Transmembrane transport of small molecules::REACT:R-HSA-382551	4
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	Source	AQP4::NCBIGene:361_Source_Passive transport by Aquaporins::REACT:R-HSA-432047	8
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	is part of	AQP7::NCBIGene:364_is part of_plasma membrane::GO:0005886	4
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	has phenotype	Nfe2l1::MGI:99421_has phenotype_Hypoinsulinemia::HP:0040216	4
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	has phenotype	Hypoinsulinemia::HP:0040216_has phenotype_Gsk3b::MGI:1861437	4
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	None	Aqp7::RGD:2145_None_water channel activity::GO:0015250	4
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	is part of	AQP11::NCBIGene:282679_is part of_plasma membrane::GO:0005886	8
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	involved in	AQP7::NCBIGene:364_involved in_glycerol transport::GO:0015793	4
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	None	Aqp4::RGD:2143_None_water channel activity::GO:0015250	4
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	has phenotype	Hepatic fibrosis::HP:0001395_has phenotype_Amfr::MGI:1345634	8
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	involved in	aqp4::ZFIN:ZDB-GENE-040724-152_involved in_transport::GO:0006810	4
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	involved in	AQP4::NCBIGene:361_involved in_renal water homeostasis::GO:0003091	4
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	involved in	renal water homeostasis::GO:0003091_involved in_AQP3::NCBIGene:360	4
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	is part of	STX4::NCBIGene:6810_is part of_integral component of membrane::GO:0016021	8
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	is part of	AQP11::NCBIGene:282679_is part of_integral component of membrane::GO:0016021	8
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	is part of	AQP8::NCBIGene:343_is part of_plasma membrane::GO:0005886	4
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	involved in	AQP7::NCBIGene:364_involved in_Transmembrane transport of small molecules::REACT:R-HSA-382551	4
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	enables	aqp4::ZFIN:ZDB-GENE-040724-152_enables_water channel activity::GO:0015250	4
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	has phenotype	Nfe2l1::MGI:99421_has phenotype_small liver::MP:0000601	4
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	has phenotype	small liver::MP:0000601_has phenotype_Siah1a::MGI:108064	4
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	in 1 to 1 orthology relationship with	Siah1a::MGI:108064_in 1 to 1 orthology relationship with_SIAH1::NCBIGene:6477	4
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	972	is part of	SIAH1::NCBIGene:6477_is part of_plasma membrane::GO:0005886	4
NFE2L1::NCBIGene:4779	AQP11::NCBIGene:282679	656	in 1 to 1 orthology relationship with	NFE2L1::NCBIGene:4779_in 1 to 1 orthology relationship with_Nfe2l1::MGI:99421	656
NFE2L1::NCBIGene:4779	AQP11::NCBIGene:282679	656	has phenotype	Nfe2l1::MGI:99421_has phenotype_Hyperinsulinemia::HP:0000842	92
NFE2L1::NCBIGene:4779	AQP11::NCBIGene:282679	656	has phenotype	Hyperinsulinemia::HP:0000842_has phenotype_Cav1::MGI:102709	20
NFE2L1::NCBIGene:4779	AQP11::NCBIGene:282679	656	in 1 to 1 orthology relationship with	Cav1::MGI:102709_in 1 to 1 orthology relationship with_cav1::ZFIN:ZDB-GENE-030131-2415	64
NFE2L1::NCBIGene:4779	AQP11::NCBIGene:282679	656	is part of	cav1::ZFIN:ZDB-GENE-030131-2415_is part of_integral component of membrane::GO:0016021	32
NFE2L1::NCBIGene:4779	AQP11::NCBIGene:282679	656	is part of	integral component of membrane::GO:0016021_is part of_AQP11::NCBIGene:282679	168
NFE2L1::NCBIGene:4779	AQP11::NCBIGene:282679	656	has phenotype	Nfe2l1::MGI:99421_has phenotype_Abnormal glucose homeostasis::HP:0011014	24
NFE2L1::NCBIGene:4779	AQP11::NCBIGene:282679	656	has phenotype	Abnormal glucose homeostasis::HP:0011014_has phenotype_Cav1::MGI:102709	20
NFE2L1::NCBIGene:4779	AQP11::NCBIGene:282679	656	is part of	cav1::ZFIN:ZDB-GENE-030131-2415_is part of_plasma membrane::GO:0005886	32
NFE2L1::NCBIGene:4779	AQP11::NCBIGene:282679	656	is part of	plasma membrane::GO:0005886_is part of_AQP11::NCBIGene:282679	180
NFE2L1::NCBIGene:4779	AQP11::NCBIGene:282679	656	has phenotype	Nfe2l1::MGI:99421_has phenotype_growth/size/body region phenotype::MP:0005378	16
NFE2L1::NCBIGene:4779	AQP11::NCBIGene:282679	656	has phenotype	growth/size/body region phenotype::MP:0005378_has phenotype_App::MGI:88059	4
NFE2L1::NCBIGene:4779	AQP11::NCBIGene:282679	656	in 1 to 1 orthology relationship with	App::MGI:88059_in 1 to 1 orthology relationship with_appb::ZFIN:ZDB-GENE-020220-1	8
NFE2L1::NCBIGene:4779	AQP11::NCBIGene:282679	656	is part of	appb::ZFIN:ZDB-GENE-020220-1_is part of_integral component of membrane::GO:0016021	8
NFE2L1::NCBIGene:4779	AQP11::NCBIGene:282679	656	has phenotype	Nfe2l1::MGI:99421_has phenotype_decreased embryo size::MP:0001698	20
NFE2L1::NCBIGene:4779	AQP11::NCBIGene:282679	656	has phenotype	decreased embryo size::MP:0001698_has phenotype_Egfr::MGI:95294	12
NFE2L1::NCBIGene:4779	AQP11::NCBIGene:282679	656	in 1 to 1 orthology relationship with	Egfr::MGI:95294_in 1 to 1 orthology relationship with_egfra::ZFIN:ZDB-GENE-030918-1	16
NFE2L1::NCBIGene:4779	AQP11::NCBIGene:282679	656	is part of	egfra::ZFIN:ZDB-GENE-030918-1_is part of_integral component of membrane::GO:0016021	16
NFE2L1::NCBIGene:4779	AQP11::NCBIGene:282679	656	has phenotype	Nfe2l1::MGI:99421_has phenotype_Hepatic fibrosis::HP:0001395	48
NFE2L1::NCBIGene:4779	AQP11::NCBIGene:282679	656	has phenotype	Hepatic fibrosis::HP:0001395_has phenotype_CAV1::NCBIGene:857	20
NFE2L1::NCBIGene:4779	AQP11::NCBIGene:282679	656	in 1 to 1 orthology relationship with	CAV1::NCBIGene:857_in 1 to 1 orthology relationship with_Cav1::MGI:102709	100
NFE2L1::NCBIGene:4779	AQP11::NCBIGene:282679	656	is part of	Cav1::MGI:102709_is part of_plasma membrane::GO:0005886	20
NFE2L1::NCBIGene:4779	AQP11::NCBIGene:282679	656	has phenotype	Nfe2l1::MGI:99421_has phenotype_Insulin resistance::HP:0000855	68
NFE2L1::NCBIGene:4779	AQP11::NCBIGene:282679	656	has phenotype	Insulin resistance::HP:0000855_has phenotype_CAV1::NCBIGene:857	20
NFE2L1::NCBIGene:4779	AQP11::NCBIGene:282679	656	is part of	Cav1::MGI:102709_is part of_cell surface::GO:0009986	20
NFE2L1::NCBIGene:4779	AQP11::NCBIGene:282679	656	is part of	cell surface::GO:0009986_is part of_AQP11::NCBIGene:282679	44
NFE2L1::NCBIGene:4779	AQP11::NCBIGene:282679	656	has phenotype	Nfe2l1::MGI:99421_has phenotype_abnormal blood homeostasis::MP:0009642	20
NFE2L1::NCBIGene:4779	AQP11::NCBIGene:282679	656	has phenotype	abnormal blood homeostasis::MP:0009642_has phenotype_Cav1::MGI:102709	20
NFE2L1::NCBIGene:4779	AQP11::NCBIGene:282679	656	in 1 to 1 orthology relationship with	Cav1::MGI:102709_in 1 to 1 orthology relationship with_CAV1::NCBIGene:857	96
NFE2L1::NCBIGene:4779	AQP11::NCBIGene:282679	656	involved in	CAV1::NCBIGene:857_involved in_protein homooligomerization::GO:0051260	32
NFE2L1::NCBIGene:4779	AQP11::NCBIGene:282679	656	involved in	protein homooligomerization::GO:0051260_involved in_AQP11::NCBIGene:282679	56
NFE2L1::NCBIGene:4779	AQP11::NCBIGene:282679	656	has phenotype	Nfe2l1::MGI:99421_has phenotype_Hyperglycemia::HP:0003074	44
NFE2L1::NCBIGene:4779	AQP11::NCBIGene:282679	656	has phenotype	Hyperglycemia::HP:0003074_has phenotype_CAV1::NCBIGene:857	20
NFE2L1::NCBIGene:4779	AQP11::NCBIGene:282679	656	involved in	Cav1::MGI:102709_involved in_protein homooligomerization::GO:0051260	20
NFE2L1::NCBIGene:4779	AQP11::NCBIGene:282679	656	has phenotype	Nfe2l1::MGI:99421_has phenotype_decreased circulating glucose level::MP:0005560	28
NFE2L1::NCBIGene:4779	AQP11::NCBIGene:282679	656	has phenotype	decreased circulating glucose level::MP:0005560_has phenotype_Cav1::MGI:102709	20
NFE2L1::NCBIGene:4779	AQP11::NCBIGene:282679	656	has phenotype	Nfe2l1::MGI:99421_has phenotype_homeostasis/metabolism phenotype::MP:0005376	116
NFE2L1::NCBIGene:4779	AQP11::NCBIGene:282679	656	has phenotype	homeostasis/metabolism phenotype::MP:0005376_has phenotype_Aqp4::MGI:107387	28
NFE2L1::NCBIGene:4779	AQP11::NCBIGene:282679	656	in 1 to 1 orthology relationship with	Aqp4::MGI:107387_in 1 to 1 orthology relationship with_AQP4::NCBIGene:361	20
